Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2026-02-18 20:55:00+00:00,264.32000732421875,265.38409423828125,264.2099914550781,265.2449951171875,1960320
2026-02-19 14:30:00+00:00,263.43499755859375,264.319091796875,262.3800048828125,262.6000061035156,1653594
2026-02-19 14:35:00+00:00,262.760009765625,263.8299865722656,262.2900085449219,263.4100036621094,385050
2026-02-19 14:40:00+00:00,263.7200012207031,263.739990234375,262.5199890136719,262.7914123535156,304376
2026-02-19 14:45:00+00:00,263.9100036621094,264.0799865722656,263.29998779296875,263.7250061035156,268453
2026-02-19 14:50:00+00:00,264.1400146484375,264.3500061035156,263.739990234375,263.9200134277344,216753
2026-02-19 14:55:00+00:00,263.7799987792969,264.25,263.6300048828125,264.1400146484375,223611
2026-02-19 15:00:00+00:00,263.7699890136719,264.1449890136719,263.010009765625,263.7699890136719,314812
2026-02-19 15:05:00+00:00,263.1400146484375,263.8299865722656,262.9599914550781,263.82000732421875,269150
2026-02-19 15:10:00+00:00,262.9649963378906,263.3800048828125,262.8500061035156,263.135009765625,182181
2026-02-19 15:15:00+00:00,263.2279968261719,263.32989501953125,262.9599914550781,262.989990234375,168117
2026-02-19 15:20:00+00:00,263.6600036621094,263.67999267578125,263.1000061035156,263.215087890625,209045
2026-02-19 15:25:00+00:00,262.8699951171875,263.77679443359375,262.7701110839844,263.6499938964844,177585
2026-02-19 15:30:00+00:00,263.760009765625,263.8500061035156,262.7601013183594,262.8800048828125,195601
2026-02-19 15:35:00+00:00,263.8399963378906,264.07501220703125,263.6700134277344,263.7799987792969,126948
2026-02-19 15:40:00+00:00,263.82000732421875,263.9346008300781,263.6499938964844,263.8299865722656,142459
2026-02-19 15:45:00+00:00,263.7699890136719,263.9200134277344,263.6300048828125,263.8179931640625,117666
2026-02-19 15:50:00+00:00,263.4200134277344,263.79998779296875,263.1700134277344,263.75,192068
2026-02-19 15:55:00+00:00,263.8299865722656,264.0,263.4100036621094,263.4599914550781,143834
2026-02-19 16:00:00+00:00,263.43499755859375,263.9119873046875,263.42999267578125,263.8299865722656,101629
2026-02-19 16:05:00+00:00,263.45001220703125,263.45001220703125,263.0299987792969,263.42498779296875,129217
2026-02-19 16:10:00+00:00,263.7200012207031,263.7200012207031,263.1820983886719,263.44500732421875,125521
2026-02-19 16:15:00+00:00,264.0249938964844,264.0299987792969,263.6700134277344,263.7200012207031,124613
2026-02-19 16:20:00+00:00,264.2929992675781,264.4800109863281,264.04998779296875,264.04998779296875,181384
2026-02-19 16:25:00+00:00,263.6199951171875,264.4599914550781,263.57000732421875,264.2900085449219,145822
2026-02-19 16:30:00+00:00,264.07000732421875,264.0975036621094,263.54010009765625,263.6700134277344,132071
2026-02-19 16:35:00+00:00,263.8399963378906,264.1400146484375,263.67999267578125,264.1199951171875,138571
2026-02-19 16:40:00+00:00,263.3599853515625,264.0299987792969,263.3299865722656,263.8500061035156,197781
2026-02-19 16:45:00+00:00,263.17999267578125,263.57989501953125,263.0899963378906,263.3399963378906,134307
2026-02-19 16:50:00+00:00,263.42999267578125,263.44000244140625,262.9700012207031,263.17999267578125,212254
2026-02-19 16:55:00+00:00,263.1199951171875,263.4750061035156,263.1199951171875,263.4700012207031,139903
2026-02-19 17:00:00+00:00,262.8799133300781,263.20001220703125,262.7900085449219,263.1700134277344,130053
2026-02-19 17:05:00+00:00,262.81500244140625,263.0400085449219,262.6900939941406,262.8550109863281,207907
2026-02-19 17:10:00+00:00,263.04998779296875,263.1099853515625,262.7701110839844,262.79998779296875,140293
2026-02-19 17:15:00+00:00,263.0899963378906,263.3900146484375,262.9200134277344,263.04998779296875,135878
